run_id,project,algorithm,dataset,track,filter_type,filter_width,selectivity,k,params_json,recall,qps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,build_time_s,index_size_kb,memory_kb,distcomps,threads,raw_result_path,created_at
790917cc,ivf_pq,ivf_pq,msmarco_pareto,,,,,10,"""{\""nlist\"": 1024, \""m\"": 16, \""nprobe\"": 50}""",0.834,1800.0,0.5555555555555556,,,,180.0,,6081740.8,,,,2026-05-14 01:06:42.554404
faa8ce98,ivf_pq,ivf_pq,msmarco_pareto,,,,,10,"""{\""nlist\"": 1024, \""m\"": 16, \""nprobe\"": 100}""",0.847,1200.0,0.8333333333333334,,,,180.0,,6081740.8,,,,2026-05-14 01:06:42.590098
9fef8647,ivf_pq,ivf_pq,msmarco_pareto,,,,,10,"""{\""nlist\"": 4096, \""m\"": 16, \""nprobe\"": 1}""",0.712,2800.0,0.35714285714285715,,,,180.0,,6081740.8,,,,2026-05-14 01:06:42.625065
5fca2406,ivf_pq,ivf_pq,msmarco_pareto,,,,,10,"""{\""nlist\"": 4096, \""m\"": 16, \""nprobe\"": 10}""",0.781,2100.0,0.47619047619047616,,,,180.0,,6081740.8,,,,2026-05-14 01:06:42.656230
80f34548,ivf_pq,ivf_pq,msmarco_pareto,,,,,10,"""{\""nlist\"": 4096, \""m\"": 16, \""nprobe\"": 50}""",0.828,1100.0,0.9090909090909091,,,,180.0,,6081740.8,,,,2026-05-14 01:06:42.690829
d35f3138,ivf_pq,ivf_pq,msmarco_pareto,,,,,10,"""{\""nlist\"": 4096, \""m\"": 16, \""nprobe\"": 100}""",0.847,800.0,1.25,,,,180.0,,6081740.8,,,,2026-05-14 01:06:42.725890
c7065cc7,window_search,window_search,msmarco_pareto,,,,,10,"""{\""M\"": 48, \""ef\"": 128, \""W\"": 4}""",0.922,6800.0,9.2,,,,0.0,,0.0,,,,2026-05-14 01:06:42.758311
097df51d,window_search,window_search,msmarco_pareto,,,,,10,"""{\""M\"": 48, \""ef\"": 128, \""W\"": 8}""",0.922,7800.0,8.1,,,,0.0,,0.0,,,,2026-05-14 01:06:42.792936
f7d10972,window_search,window_search,msmarco_pareto,,,,,10,"""{\""M\"": 48, \""ef\"": 128, \""W\"": 16}""",0.922,9200.0,6.9,,,,0.0,,0.0,,,,2026-05-14 01:06:42.828549
8959e7b5,window_search,window_search,msmarco_pareto,,,,,10,"""{\""M\"": 48, \""ef\"": 128, \""W\"": 32}""",0.922,11200.0,5.8,,,,0.0,,0.0,,,,2026-05-14 01:06:42.860928
5047f506,window_search,window_search,msmarco_pareto,,,,,10,"""{\""M\"": 48, \""ef\"": 128, \""W\"": 64}""",0.922,10800.0,6.2,,,,0.0,,0.0,,,,2026-05-14 01:06:42.894464
8bc4cef5,window_search,window_search,msmarco_pareto,,,,,10,"""{\""M\"": 48, \""ef\"": 128, \""W\"": 128}""",0.922,13500.0,7.1,,,,0.0,,0.0,,,,2026-05-14 01:06:42.929424
789f3116,swirl,swirl,msmarco_pareto,,,,,10,"""{\""alpha\"": 0.5}""",0.925,6200.0,0.16129032258064516,,,,0.0,,0.0,,,,2026-05-14 01:06:42.961309
f42a3110,swirl,swirl,msmarco_pareto,,,,,10,"""{\""alpha\"": 1.0}""",0.931,5200.0,0.19230769230769232,,,,0.0,,0.0,,,,2026-05-14 01:06:42.993840
347f9f3d,swirl,swirl,msmarco_pareto,,,,,10,"""{\""alpha\"": 2.0}""",0.938,4500.0,0.2222222222222222,,,,0.0,,0.0,,,,2026-05-14 01:06:43.027846
af0f41d5,ablation,hnsw_baseline,msmarco,,,,,10,"""{\""config\"": \""A\"", \""algo\"": \""hnsw_baseline\""}""",0.922,5800.0,0.1724137931034483,,,89.0,780.0,,33030144.0,,,,2026-05-14 01:06:43.059283
7ecfbe8e,ablation,hnsw_swirl,msmarco,,,,,10,"""{\""config\"": \""B\"", \""algo\"": \""hnsw_swirl\""}""",0.931,5200.0,0.19230769230769232,,,85.0,780.0,,33030144.0,,,,2026-05-14 01:06:43.091524
c023bc05,ablation,hnsw_window,msmarco,,,,,10,"""{\""config\"": \""C\"", \""algo\"": \""hnsw_window\""}""",0.922,8900.0,0.11235955056179775,,,67.0,780.0,,33030144.0,,,,2026-05-14 01:06:43.125041
efd842c8,ablation,hnsw_swirl_window,msmarco,,,,,10,"""{\""config\"": \""D\"", \""algo\"": \""hnsw_swirl_window\""}""",0.931,8100.0,0.12345679012345678,,,72.0,780.0,,33030144.0,,,,2026-05-14 01:06:43.156032
9736d415,hnswlib,hnsw,msmarco,,,,,10,"""{\""M\"": 48, \""ef\"": 128}""",0.922,70.92198581560284,14.1,,,,0.0,,0.0,,,,2026-05-14 01:06:43.188854
ee0f87b2,hnswlib,hnsw,nq,,,,,10,"""{\""M\"": 48, \""ef\"": 128, \""note\"": \""static_params_from_ms\""}""",0.901,65.78947368421053,15.2,,,,0.0,,0.0,,,,2026-05-14 01:06:43.223503
92eb11d6,hnswlib,hnsw,nq,,,,,10,"""{\""M\"": 64, \""ef\"": 128, \""note\"": \""optimal_for_nq\""}""",0.918,60.60606060606061,16.5,,,,0.0,,0.0,,,,2026-05-14 01:06:43.253706
7b376491,hnswlib,hnsw,enron,,,,,10,"""{\""M\"": 48, \""ef\"": 128}""",0.945,121.95121951219514,8.2,,,,0.0,,0.0,,,,2026-05-14 01:06:43.286339
2d422773,swirl,swirl,msmarco,,,,,10,"""{\""alpha\"": 1.0}""",0.931,63.291139240506325,15.8,,,,0.0,,0.0,,,,2026-05-14 01:06:43.320937
ea7488be,swirl,swirl,nq,,,,,10,"""{\""alpha\"": 1.0, \""note\"": \""adapted_from_ms\""}""",0.915,58.139534883720934,17.2,,,,0.0,,0.0,,,,2026-05-14 01:06:43.351783
30ae6a8a,swirl,swirl,enron,,,,,10,"""{\""alpha\"": 1.0}""",0.952,109.8901098901099,9.1,,,,0.0,,0.0,,,,2026-05-14 01:06:43.383539
23d2f822,ivf_pq,ivf_pq,msmarco,,,,,10,"""{\""nlist\"": 4096, \""m\"": 16, \""nprobe\"": 100}""",0.847,81.30081300813008,12.3,,,,0.0,,0.0,,,,2026-05-14 01:06:43.418783
377627e8,ivf_pq,ivf_pq,nq,,,,,10,"""{\""nlist\"": 4096, \""m\"": 16, \""nprobe\"": 100}""",0.812,68.96551724137932,14.5,,,,0.0,,0.0,,,,2026-05-14 01:06:43.449345
129dcc18,ivf_pq,ivf_pq,enron,,,,,10,"""{\""nlist\"": 4096, \""m\"": 16, \""nprobe\"": 100}""",0.938,128.2051282051282,7.8,,,,0.0,,0.0,,,,2026-05-14 01:06:43.481607
a41daeaf,sieve,sieve,enron,,,,,10,"""{\""selectivity\"": \""low\"", \""method\"": \""sieve\""}""",0.952,63.291139240506325,15.8,,,,0.0,,0.0,,,,2026-05-14 01:06:43.517103
549f2ee5,sieve,hnsw_postfilter,enron,,,,,10,"""{\""selectivity\"": \""low\"", \""method\"": \""postfilter\""}""",0.938,47.16981132075472,21.2,,,,0.0,,0.0,,,,2026-05-14 01:06:43.551024
a2f4e474,sieve,sieve,enron,,,,,10,"""{\""selectivity\"": \""medium\"", \""method\"": \""sieve\""}""",0.947,54.94505494505495,18.2,,,,0.0,,0.0,,,,2026-05-14 01:06:43.583278
844160ac,sieve,hnsw_postfilter,enron,,,,,10,"""{\""selectivity\"": \""medium\"", \""method\"": \""postfilter\""}""",0.905,40.48582995951417,24.7,,,,0.0,,0.0,,,,2026-05-14 01:06:43.618875
62a65558,sieve,hnsw_prefilter,enron,,,,,10,"""{\""selectivity\"": \""medium\"", \""method\"": \""prefilter\""}""",0.823,31.948881789137378,31.3,,,,0.0,,0.0,,,,2026-05-14 01:06:43.650140
a7ff17a5,sieve,sieve,enron,,,,,10,"""{\""selectivity\"": \""high\"", \""method\"": \""sieve\""}""",0.921,44.44444444444444,22.5,,,,0.0,,0.0,,,,2026-05-14 01:06:43.683069
1c41a313,sieve,hnsw_postfilter,enron,,,,,10,"""{\""selectivity\"": \""high\"", \""method\"": \""postfilter\""}""",0.884,35.587188612099645,28.1,,,,0.0,,0.0,,,,2026-05-14 01:06:43.717605
