run_id,project,algorithm,dataset,track,filter_type,filter_width,selectivity,k,params_json,recall,qps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,build_time_s,index_size_kb,memory_kb,distcomps,threads,raw_result_path,created_at
,SIEVE,faiss,random-filter-s,filter,predicate,,,10,"{""raw_parameters"": ""Faiss(('IVF1024,SQ8', {'nprobe': 1}))""}",0.9147,33664.58251398576,,,,,-1.0,52192.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,faiss,random-filter-s,filter,predicate,,,10,"{""raw_parameters"": ""Faiss(('IVF1024,SQ8', {'nprobe': 2}))""}",0.9701,26103.947671415324,,,,,-1.0,52192.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,faiss,random-filter-s,filter,predicate,,,10,"{""raw_parameters"": ""Faiss(('IVF1024,SQ8', {'nprobe': 4}))""}",0.9759,17450.01892985967,,,,,-1.0,52192.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,faiss,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Faiss(('IVF16384,SQ8', {'nprobe': 1, 'mt_threshold': 0.0001}))""}",0.482366,5994.001345565774,,,,,-1.0,2917648.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,faiss,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Faiss(('IVF16384,SQ8', {'nprobe': 1, 'mt_threshold': 0.0003}))""}",0.5379240000000001,5093.756026309128,,,,,-1.0,2917648.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,faiss,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Faiss(('IVF16384,SQ8', {'nprobe': 4, 'mt_threshold': 0.0001}))""}",0.6253599999999999,5520.557776524723,,,,,-1.0,2917648.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,faiss,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Faiss(('IVF16384,SQ8', {'nprobe': 4, 'mt_threshold': 0.0003}))""}",0.673125,5033.395128161064,,,,,-1.0,2917648.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,faiss,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Faiss(('IVF16384,SQ8', {'nprobe': 16, 'mt_threshold': 0.0001}))""}",0.78061,4681.104614189982,,,,,-1.0,2917648.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,faiss,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Faiss(('IVF16384,SQ8', {'nprobe': 1, 'mt_threshold': 0.01}))""}",0.7835880000000001,1209.4374241572038,,,,,-1.0,2917648.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,faiss,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Faiss(('IVF16384,SQ8', {'nprobe': 16, 'mt_threshold': 0.0003}))""}",0.8174239999999999,4440.697993248553,,,,,-1.0,2917648.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,faiss,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Faiss(('IVF16384,SQ8', {'nprobe': 32, 'mt_threshold': 0.0001}))""}",0.847014,3957.9738933638505,,,,,-1.0,2917648.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,faiss,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Faiss(('IVF16384,SQ8', {'nprobe': 4, 'mt_threshold': 0.01}))""}",0.862773,1203.5261218620758,,,,,-1.0,2917648.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,faiss,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Faiss(('IVF16384,SQ8', {'nprobe': 32, 'mt_threshold': 0.0003}))""}",0.877257,3769.778397675928,,,,,-1.0,2917648.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,faiss,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Faiss(('IVF16384,SQ8', {'nprobe': 64, 'mt_threshold': 0.0001}))""}",0.901073,3032.5343565252447,,,,,-1.0,2917648.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,faiss,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Faiss(('IVF16384,SQ8', {'nprobe': 64, 'mt_threshold': 0.0003}))""}",0.924096,2903.476603772812,,,,,-1.0,2917648.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,faiss,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Faiss(('IVF16384,SQ8', {'nprobe': 96, 'mt_threshold': 0.0001}))""}",0.926014,2461.040616496101,,,,,-1.0,2917648.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,faiss,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Faiss(('IVF16384,SQ8', {'nprobe': 16, 'mt_threshold': 0.01}))""}",0.936711,1188.099633997508,,,,,-1.0,2917648.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,faiss,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Faiss(('IVF16384,SQ8', {'nprobe': 96, 'mt_threshold': 0.0003}))""}",0.944872,2390.5659805897603,,,,,-1.0,2917648.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,faiss,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Faiss(('IVF16384,SQ8', {'nprobe': 32, 'mt_threshold': 0.01}))""}",0.962343,1162.744131194383,,,,,-1.0,2917648.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,faiss,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Faiss(('IVF16384,SQ8', {'nprobe': 64, 'mt_threshold': 0.01}))""}",0.979552,1108.761931590604,,,,,-1.0,2917648.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,faiss,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Faiss(('IVF16384,SQ8', {'nprobe': 96, 'mt_threshold': 0.01}))""}",0.986128,1063.5706039183854,,,,,-1.0,2917648.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,faissplus,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Faiss(('IVF11264,SQ8', {'nprobe': 30, 'mt_threshold': 0.00033}))""}",0.895063,3852.473523443317,,,,,-1.0,2928144.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,faissplus,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Faiss(('IVF11264,SQ8', {'nprobe': 32, 'mt_threshold': 0.0003}))""}",0.8968999999999999,3655.456613315016,,,,,-1.0,2928144.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,faissplus,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Faiss(('IVF11264,SQ8', {'nprobe': 32, 'mt_threshold': 0.00031}))""}",0.897869,3686.170420698486,,,,,-1.0,2928144.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,faissplus,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Faiss(('IVF11264,SQ8', {'nprobe': 32, 'mt_threshold': 0.00033}))""}",0.8996660000000001,3809.5685484035407,,,,,-1.0,2928144.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,faissplus,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Faiss(('IVF11264,SQ8', {'nprobe': 34, 'mt_threshold': 0.0003}))""}",0.901073,3689.85353354889,,,,,-1.0,2928144.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,faissplus,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Faiss(('IVF11264,SQ8', {'nprobe': 32, 'mt_threshold': 0.00035}))""}",0.901529,3776.5390915047446,,,,,-1.0,2928144.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,faissplus,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Faiss(('IVF11264,SQ8', {'nprobe': 34, 'mt_threshold': 0.00031}))""}",0.902008,3585.927484173625,,,,,-1.0,2928144.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,faissplus,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Faiss(('IVF11264,SQ8', {'nprobe': 34, 'mt_threshold': 0.00033}))""}",0.903754,3750.748004925983,,,,,-1.0,2928144.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,faissplus,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Faiss(('IVF11264,SQ8', {'nprobe': 34, 'mt_threshold': 0.00035}))""}",0.905563,3655.5164761464857,,,,,-1.0,2928144.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,faissplus,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""Faiss(('IVF11264,SQ8', {'nprobe': 40, 'mt_threshold': 0.0003}))""}",0.911997,3537.1658899197887,,,,,-1.0,2928144.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,fdufilterdiskann,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""diskann(('R60_L80', {'Ls': 11, 'T': 16, 'threshold_1': 53500, 'threshold_2': 5000}))""}",0.906309,5674.780523069957,,,,,-1.0,4960292.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,fdufilterdiskann,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""diskann(('R60_L80', {'Ls': 11, 'T': 16, 'threshold_1': 53500, 'threshold_2': 5005}))""}",0.906367,5678.05546895667,,,,,-1.0,4960292.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,fdufilterdiskann,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""diskann(('R60_L80', {'Ls': 11, 'T': 16, 'threshold_1': 53500, 'threshold_2': 5010}))""}",0.906428,5679.748582769138,,,,,-1.0,4960292.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,fdufilterdiskann,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""diskann(('R60_L80', {'Ls': 11, 'T': 16, 'threshold_1': 53500, 'threshold_2': 5015}))""}",0.906498,5676.0582472934,,,,,-1.0,4960292.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,fdufilterdiskann,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""diskann(('R60_L80', {'Ls': 11, 'T': 16, 'threshold_1': 53500, 'threshold_2': 5020}))""}",0.906562,5672.086348591438,,,,,-1.0,4960292.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,fdufilterdiskann,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""diskann(('R60_L80', {'Ls': 12, 'T': 16, 'threshold_1': 53500, 'threshold_2': 5025}))""}",0.906717,5674.1964542305805,,,,,-1.0,4960292.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,fdufilterdiskann,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""diskann(('R60_L80', {'Ls': 12, 'T': 16, 'threshold_1': 53500, 'threshold_2': 5030}))""}",0.90678,5668.731477015548,,,,,-1.0,4960292.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,fdufilterdiskann,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""diskann(('R60_L80', {'Ls': 12, 'T': 16, 'threshold_1': 53500, 'threshold_2': 5035}))""}",0.906839,5663.001900667588,,,,,-1.0,4960292.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,fdufilterdiskann,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""diskann(('R60_L80', {'Ls': 12, 'T': 16, 'threshold_1': 53500, 'threshold_2': 5040}))""}",0.906915,5663.024379956264,,,,,-1.0,4960292.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,fdufilterdiskann,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""diskann(('R60_L80', {'Ls': 12, 'T': 16, 'threshold_1': 53500, 'threshold_2': 5045}))""}",0.906984,5676.743884638301,,,,,-1.0,4960292.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,hwtl_sdu_anns_filter,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""HWTL_SDU-ANNS-filter(gffc, 4, 3, 3000)""}",0.830894,23268.45636243525,,,,,5512.505537986755,9207312.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,hwtl_sdu_anns_filter,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""HWTL_SDU-ANNS-filter(gffc, 4, 4, 3000)""}",0.845252,23095.257065884827,,,,,5512.505537986755,9207312.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,hwtl_sdu_anns_filter,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""HWTL_SDU-ANNS-filter(gffc, 8, 3, 3000)""}",0.883726,15156.616048298183,,,,,5512.505537986755,9207312.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,hwtl_sdu_anns_filter,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""HWTL_SDU-ANNS-filter(gffc, 8, 4, 3000)""}",0.902875,15059.12414094893,,,,,5512.505537986755,9207312.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,hwtl_sdu_anns_filter,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""HWTL_SDU-ANNS-filter(gffc, 12, 3, 3000)""}",0.902992,11729.207934276006,,,,,5512.505537986755,9207312.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,hwtl_sdu_anns_filter,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""HWTL_SDU-ANNS-filter(gffc, 16, 3, 3000)""}",0.912343,9881.61672830332,,,,,5512.505537986755,9207312.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,hwtl_sdu_anns_filter,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""HWTL_SDU-ANNS-filter(gffc, 32, 3, 3000)""}",0.924512,6763.383566817362,,,,,5512.505537986755,9207312.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,hwtl_sdu_anns_filter,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""HWTL_SDU-ANNS-filter(gffc, 12, 4, 3000)""}",0.92455,11666.940609423562,,,,,5512.505537986755,9207312.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,hwtl_sdu_anns_filter,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""HWTL_SDU-ANNS-filter(gffc, 16, 4, 3000)""}",0.935031,9824.497856159023,,,,,5512.505537986755,9207312.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,hwtl_sdu_anns_filter,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""HWTL_SDU-ANNS-filter(gffc, 32, 4, 3000)""}",0.948942,6724.339490146999,,,,,5512.505537986755,9207312.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,parlayivf,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""ParlayIVF(metric=Euclidian, dtype=uint8, T=8, cluster_size=5,000, cutoff=10,000, target_points=5,000, tiny_cutoff=28,000, max_iter=10, weight_classes=(100000, 400000), max_degrees=(8, 10, 12), beam_widths=[90, 57, 90], search_limits=[500, 500, 500])""}",0.903583,37902.11372557099,,,,,-1.0,10180228.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,parlayivf,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""ParlayIVF(metric=Euclidian, dtype=uint8, T=8, cluster_size=5,000, cutoff=10,000, target_points=5,000, tiny_cutoff=30,000, max_iter=10, weight_classes=(100000, 400000), max_degrees=(8, 10, 12), beam_widths=[85, 50, 95], search_limits=[500, 500, 500])""}",0.90372,37262.65656910611,,,,,-1.0,10180228.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,parlayivf,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""ParlayIVF(metric=Euclidian, dtype=uint8, T=8, cluster_size=5,000, cutoff=10,000, target_points=7,500, tiny_cutoff=35,000, max_iter=10, weight_classes=(100000, 400000), max_degrees=(8, 10, 12), beam_widths=[55, 55, 55], search_limits=[100000, 400000, 3000000])""}",0.904221,34407.5238895108,,,,,-1.0,10180228.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,parlayivf,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""ParlayIVF(metric=Euclidian, dtype=uint8, T=8, cluster_size=5,000, cutoff=10,000, target_points=15,000, tiny_cutoff=60,000, max_iter=10, weight_classes=(100000, 400000), max_degrees=(8, 10, 12), beam_widths=[40, 40, 40], search_limits=[100000, 400000, 3000000])""}",0.905721,31073.11453983749,,,,,-1.0,10180228.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
,SIEVE,parlayivf,yfcc-10M,filter,predicate,,,10,"{""raw_parameters"": ""ParlayIVF(metric=Euclidian, dtype=uint8, T=8, cluster_size=5,000, cutoff=10,000, target_points=15,000, tiny_cutoff=100,000, max_iter=10, weight_classes=(100000, 400000), max_degrees=(8, 10, 12), beam_widths=[40, 40, 40], search_limits=[100000, 400000, 3000000])""}",0.905878,30983.53020435164,,,,,-1.0,10180228.0,,,,/root/index2/filtered-vector-lab/third_party/SIEVE/biganntest/neurips23/filter/res_public_queries_AzureD8lds_v5.csv,2026-05-12 23:29:20.649407
